StepId,RecipeId,StepNumber,StepText
217,53,2,Rải 1 lớp măng dưới đáy cho đỡ cháy vì món này sẽ ỏm hơi lâu thời gian
218,53,3,Nhồi nhân với măng rồi xếp vào nồi
219,53,4,"Dưới 1 lớp dầu ăn lên trên rồi đun nhỏ lửa cho tới khi măng nhừ là được, thành quả măng ăn siêu cuốn🌷"
220,54,1,Thịt ba rọi kho tép đất
221,54,2,Bắp cải luộc chấm nước mắm dằm trứng
222,54,3,Canh khoai mỡ
223,54,4,"Tráng miệng: mận, ổi"
224,55,1,"Cá cơm ngâm với nước, giấm và gừng đập dập 10 phút để khử mùi. Bột chia làm 2 phần: bột ướt pha sền sệt, bột khô để riêng, khi chiên thì nhúng vào bột ướt và lăn qua bột khô giúp cá giòn rụm và ngon hơn"
225,55,2,Chuẩn bị rau ăn kèm
226,55,3,Món này chấm tương hoặc cuốn rau sống chấm nước mắm tỏi ớt rất ngon
227,56,1,Khóm gọt vỏ lấy mắt chẻ làm 4 bỏ cùi xắt miếng dày khỏang 1cm ướp vào xíu muối và 2mcf đường
228,56,2,Thịt đùi cạo rửa sạch xắt bản.thêm 2 tép tỏi đập dập ướp vào thịt với 1/2 mcf nước màu nước mắm đường tiêu.bắc chảo phi thơm tỏi cho khóm vào xào chín cho xém xém trút ra
229,56,3,Lấy chảo xào khóm cho chút dầu cho thịt vào xào thịt săn thêm nước vào xâm xấp thịt thịt chín vớt bọt nêm lại vừa ăn rồi để lửa cho cạn cho khóm vào trở lại xào cho 2 thứ hòa quyện cho hành lá vào rồi cho ra dĩa rắc tiêu lên
230,57,1,"Dùng máy đánh bơ nhạt màu với đường. Trộn đều bột mì, trứng, sữa vanilla thành hỗn hợp mịn."
231,57,2,"Làm nóng khuôn waffle, quét một lớp bơ mỏng lên khuôn."
232,57,3,"Đổ bột vào khuôn khi đèn báo sáng lần đầu, rắc chà bông gà cay rong biển mè trắng lên mặt bánh, đóng nắp lại."
233,57,4,"Khi đèn sáng lần hai, kiểm tra bánh, lấy ra khi bánh vàng giòn."
234,57,5,Bánh ăn nóng rất thơm ngon.
235,58,1,Cá làm sạch phi lê rửa dấm muối để ráo.
236,58,2,"Nướng xương cá rô phi xém vàng, cho vào nồi cùng 3 lít nước, gừng, hành, nghệ đập dập. Hầm 30 phút. Lược bỏ xương bã."
237,58,3,"Lọc cá rô phi, bỏ xương, cắt miếng vừa ăn. Ướp với muối, bột nghệ, bột hành."
238,58,4,"Lăn cá qua bột chiên giòn, chiên vàng."
239,58,5,"Phi thơm hành tím, cho cà chua vào xào mềm, đổ vào nồi nước dùng."
240,58,6,"Nêm nước dùng với muối, đường, nước mắm. Tắt bếp, cho dấm bỗng vào sau cùng."
241,58,7,"Trụng rau cần nước, cải con. Cho bún, rau, cá chiên vào tô, chan nước dùng, rắc thì là."
242,58,8,Chiên thêm chả cá thác lác thì là ăn kèm cho ngon.
243,58,9,Cho bún vào tô thêm rau cá thì là chan nước. Dùng kèm măng ớt muối chua ngon đỉnh.
244,59,1,"Cá cơm ngâm gừng giấm và nước 10 phút để khử mùi. Thịt cắt lát mỏng. Phi thơm hành tím băm, cho thịt vào đảo săn, tiếp đến cho thơm vào"
245,59,2,"Thêm nửa chén nước, 1,5mc nước mắm, 1mcf đường, ít nước tương tạo màu đẹp thay vì dùng nước màu, rim cho thịt mềm thì cho cá cơm vào"
246,59,3,"Đảo đều và rim thêm ít phút cho cá cơm thấm gia vị, rắc thêm hành lá, tỏi phi và tiêu xay"
247,60,1,"Xắt thịt gà thành sợi dài cỡ đốt ngón tay. Ướp với 1 muỗng cf hạt nêm, xíu xiu muối, 1 muỗng cf đường, hành tím băm, tiêu. Trộn đều. Đập 1 trái trứng gà, tiếp tục trộn đều (hh1). Để vào tủ lạnh ướp trong thời gian pha bột"
248,60,2,"Trộn bột mì, bột bắp như trên, thêm 1 muỗng cf hạt nêm, muối, tiêu, xíu đường. Trộn đều. Chia bột khô làm 2 phần. Một phần pha với nước lọc (hh2). Quấy bột cho nhuyễn sệt không vón cục. Phần còn lại để riêng (hh3)."
249,60,3,"Lấy hỗn hợp gà trứng ra. Đồng thời cho chảo lên bếp, nấu sôi dầu ăn. Lấy từng miếng gà từ hh1, nhúng ngập vào bột ướt hh2, rồi lăn qua bột khô hh3. Cho vào chảo dầu nóng. Nên chiên ngập dầu."
250,60,4,"Chiên lửa vừa đến khi chuyển màu vàng nhạt. Vớt ra để nguội tí. Lại cho tất cả vào chiên lại lần 2. Chiên lần 2 mới làm cho gà giòn lâu, lên màu đẹp."
251,60,5,"Vớt ra dĩa, ăn nóng với tương ớt trộn mayonnaise. Vừa ngon miệng, vừa đẹp mắt. Nhìn gần giống gà KFC không cả nhà."
252,61,1,Nấm cắt miếng vừa ăn. Mình cắt nấm đùi gà ngang thân và khứa những ô quả trám trên mặt áp chảo sẽ ra hình như cồi sò điệp rất đẹp. Miến ngâm nước.
253,61,2,"Rau cải mèo rửa sạch chẻ dài cuộng cắt lá bản to, cà rốt thái tùy ý, cho 1 thìa dầu ăn phi thơm hành khô băm nhỏ. Cho nấm vào xào trước, nếu nấm khô quá thêm chút nước, lần lượt cho các loại rau củ vào xào theo thứ tự chín. Thêm 2 thìa dầu hào."
254,61,3,"Đổ 1 ít nước. Cho miến vào, thêm 1 ít xì dầu theo khẩu vị. 1 thìa dầu mè cho dậy mùi. Nếu ngâm miến nước lạnh thì thêm nhiều nước còn ngâm miến nước nóng miến đã mềm chỉ cần cho ít nước. Đậy vung om khoảng 1 phút. Rắc hành, mùi tươi thái nhỏ."
255,62,1,"Trộn nhưn với tất cả các thứ ở trên cùng với hành ngò bằm nhuyễn,chia 10 phần rồi cho vào tủ lạnh"
256,62,2,"Cho 2 thứ bột,cho dầu ăn vào nước hoặc vào bột,nước sôi cho vào bột đảo đến khi bột bớt nóng lấy ra nhồi mịn đến khi kéo không đứt là đứt,lấy ra 1 chút trộn với màu đỏ rồi ngắt từng viên nhỏ."
257,62,3,Se sợi màu trắng cho những viên màu đỏ xen kẻ theo chiều dọc rồi cắt 10 phần
258,62,4,"Phần nào chưa dùng thì lấy tô đậy lại.cán mỏng miếng bột cho nhưn vào rồi tạo hình dùng tiêu làm mắt,thoa dầu vào vỉ xếp cá lên hấp khoảng 14 phút bánh chín."
259,62,5,"Mình pha nước chấm 3 mc nước tương 2 mc nước,2mc đường,1mc tương ớt 1mc dầu hào trộn đều"
260,62,6,
261,62,7,
262,63,1,Làm tôm chấy & nước mắm tôm
263,63,2,"Làm bột bánh bèo: Để 2 loại bột vào thố cùng với muối + dầu ăn rồi cho nước lọc vào khuấy đều xong cho tiếp nước sôi (vừa cho vừa khuấy), sau đó để bột nghỉ 60 phút"
264,63,3,"Hấp bánh bèo: Để chén nhỏ vào nồi hấp lúc nước sôi & hấp cho chén nóng 3 phút, tiếp đến khuấy đều bột rồi đổ vào từng chén lớp bột mỏng vừa, xong đậy nắp lại hấp 5 phút là bánh chín, lấy bánh ra để nguội (do đổ bánh mỏng nên không có xoáy)"
265,63,4,Ăn kèm
266,63,5,"Thành phẩm: Bánh mềm dẻo, tôm tươi chấy còn sớ thịt nên thơm ngon... Ăn cùng nước mắm tôm-ớt xanh, dầu hành phi rất béo ngon"
267,64,1,Tách lòng đỏ và lòng trắng trứng.
268,64,2,"Dùng đũa trộn đều khoảng 30-50 lần cho natto lên bọt. Khi trộn, tranh thủ tập cho đỡ mỏi người: đứng thẳng lưng, mở vai, đóng xương bả vai, vươn cổ thẳng hướng lên, xương cụt hướng xuống."
269,64,3,Cho natto vào bát lòng trắng trứng đánh đều thêm 30-50 lần nữa. Thêm khoảng 1/2 thìa cafe nước tương rồi khuấy tiếp.
270,64,4,Thêm một bát cơm nóng. Khuấy tiếp cho bông lên như hình.
271,64,5,"Thêm hành lá, lòng đỏ trứng + topping tùy thích. Hôm nay mình có cá ngừ sống, dưa leo, đu đủ xanh. Thêm 1/2 thìa cf nước tương nữa + dầu ớt hoặc mù tạt hoặc wasabi. Bình thường, Bò chỉ ăn natto với trứng và rau. Hôm nay có cá sống nữa ngon hơn hẳn!!"
272,65,1,"Cá bớp bóp muối giấm rửa sạch, ướp với 2mc nước mắm, ít tiêu xay, 1mcf đường 15 phút. Cà chua cắt hạt lựu"
273,65,2,"Chiên cá hai mặt cho vàng, thêm thịt ba rọi đảo săn"
274,65,3,"Phi thơm đầu hành, cho cà chua vào xào, thêm nửa chén nước và kho lửa nhỏ cho cá thấm vị, nêm thêm muối, đường, nước mắm tùy khẩu vị. Cuối cùng thêm hành lá và tiêu xay"
275,66,1,"Rau ngót rửa sạch vò nát. 1 củ Hành, gừng, tỏi, 1 ít nghệ cho tất cả vào cốt giã nhỏ. Cho cá khoai đã làm sạch vào ướp cùng hỗn hợp đã giã trong cối. Ướp khoảng 10 phút"
276,66,2,"Cho dầu láng đáy nồi, cho hành khô thái/ băm nhỏ vào phi thơm đổ cá vào đảo. Thêm thìa mắm. Khi cá tái lại ngấm mắm và gia vị thì thêm 1 bát tô nước vào."
277,66,3,"Khi nước sôi trở lại, cho rau ngót vào. Khi sôi trở lại rau ngót chín cho thì là vào sôi lại 1 lần nữa tắt bếp nêm lại theo khẩu vị. ăn nóng."
278,67,1,Cá hồi rửa qua rượu thấm khô
279,67,2,Ướp muối tiêu rắc rắc xoa đều các mặt thịt cá
280,67,3,Chảo nóng cho 1 tbsp bơ vào nóng già thêm phần da cá xuống trước trong 2 phút. Áp chảo các mặt còn lại 1 phút mỗi mặt. Cho cá ra đĩa nghỉ.
281,67,4,"Chảo đó thêm tỏi phi thơm cốt cam, muối, tiêu vừa ăn."
282,67,5,"Cho cá trở lại áo đều sốt là được. Ăn kèm măng tây hay lơ baby luộc,…"
283,68,1,"Thịt bò xắt mỏng bản,sớ ngang ướp vào 1mcf dầu ăn 1/2mcf bột nêm,1/2mcf tiêu"
284,68,2,"Đậu rồng cắt đuôi rửa sạch để ráo rồi xăt,xắt dầy hơn mỏng xíu vì mỏng quá hết giòn."
285,68,3,Bắc chảo cho tỏi bằm vào phi thơm cho thịt bò vào xào bò tái thì cho đậu rồng vào xào cho thêm bột nêm bột ngọt vào xào thêm cho thấm gia vị cho củ hành đập dập vào là nhắc xuống cho ra dĩa rắc tiêu lên
286,69,1,"Trộn đều thịt xay và giò sống. Thịt hầm xé nhuyễn, nấm hương xắt nhuyễn."
287,69,2,"Trộn đều tất cả cùng với mỡ nước, dầu mè, tiêu và nêm gia vị vừa ăn."
288,69,3,Vo thành từng viên và đem hấp cách thuỷ 15-20p cho chín.
289,69,4,"Khuấy đều nước và tương cà, bột bắp. Nêm chút đường và muối hồng cho vừa ăn. Đun nóng lên cho xốt sánh lại."
290,69,5,Xếp xíu mại vào dĩa rồi rưới xốt cà lên. Đặt vào lồng tre ròi đem hấp nóng lại trước khi ăn.
291,70,1,Chuẩn bị các nguyên liệu sẵn sàng sạch sẽ để ráo.
292,70,2,"Làm nóng chảo cho dầu ăn hoặc mỡ và tỏi vào phi cho dậy mùi thơm, vớt tỏi ra để riêng"
293,70,3,"Rồi cho thịt heo rừng xào với gia vị: dầu hào, ít tiêu xay"
294,70,4,Khi tấc cả đã chín thì nêm nếm lại cho vừa khẩu vị rồi thả lá lốt vào đảo đều
295,70,5,"Cho ra dĩa, kèm chén mắm"
296,71,1,"Phi thơm hành, cho thịt vào xào với 1 thìa canh mắm. Thịt chín sơ, cho trám vào xào cùng, dầm nát cho trám thấm vào thịt, xào đến khi khô."
297,71,2,"Cho cơm vào trộn đều, rang đến khi cơm khô, giai đoạn này bạn nêm gia vị cho vừa nhé!"
298,71,3,"Bạn gập lá chuối để tạo hình rồi cho cơm vào, trang trí rồi thưởng thức. Hoặc bạn cứ trút ra bát rồi thưởng thức thôi!"
299,72,1,"Đậu tươi rửa sạch, để ráo. Cà rốt, khoai tây, hành tây cắt miếng vừa ăn."
300,72,2,"Thịt bò ướp gia vị cho thấm, xào săn với chút dầu."
301,72,3,Cho cà chua xay vào xào chung đến khi dậy mùi.
302,72,4,"Đổ nước dừa tươi vào, nấu lửa nhỏ 10 phút."
303,72,5,"Thêm các loại đậu, cà rốt, khoai tây vào, hầm 10-15 phút."
304,72,6,"Nêm nếm lại cho vừa ăn, cho hành tây và tiêu vào, tắt bếp."
305,72,7,Dùng nóng với bánh mì hoặc cơm.
306,73,1,"Cá cơm ngâm gừng giấm 15 phút để khử mùi, rửa sạch lại ướp với muối đường cho cá cứng. Pha bột với nước cho sệt lại"
307,73,2,Nhúng cá vào chiên giòn. Để ra rây cho ráo dầu
308,73,3,"Phi thơm tỏi băm, cho cá cơm chiên vào đảo nhanh với lửa lớn cho cá cơm thấm nước mắm và hơi sệt lại là được"
309,74,1,"1/Tempeh áp chảo với dầu mè 2/Nấm và cà chua băm nhỏ 3/Cho gừng phi với dầu, cho nấm vào chiên vàng, tiêpd theo cho cà chua. 4/Nêm nếm gia vị: nước tương, tương ớt, đường, dầu hào, mirin, nước lọc 5/ Đun lửa riu khi hỗn hợp sệt và tắt bếp"
310,74,2,"Cho tempeh ra đĩa, rưới sốt lên trên. Món ăn với cơm nóng rất ngon và giàu dinh dưỡng ạ."
311,75,1,"Chuẩn bị sơ chế làm sạch các nguyên liệu… Hành lá cắt khúc phần gốc, phần lá xắt nhỏ. Hành tím đập giập… Gừng đập giập 10g, xắt sợi 10g… Hành tây chẻ làm 4."
312,75,2,Cá Lóc cắt khúc… Nấm rơm chẻ đôi… Bầu xắt sợi…
313,75,3,"Gạo vo sạch, để thật ráo rồi cho vô chảo, bắc lên bếp rang và đảo liên tục cho tới lúc gạo hơi ngả vàng và có mùi thơm thì tắt bếp, trút gạo ra."
314,75,4,"Cho 1.5 lít nước vô nồi, bắc lên bếp. Cho vô đó: hành tây đã chẻ + 3 củ hành tím + 10g gừng đập giập + 1/2tbsp hạt nêm + 1/2tsp muối + 1tbsp nước mắm + 1/2tbsp đường. Đợi nước sôi thật kỹ, ta mới cho cá vô rồi hạ lửa vừa. Nấu khoảng 7-10 phút, khi thấy cá vừa chín, ta vớt ra. Sau đó, ta lọc bỏ hết hành, gừng, chỉ giữ lại phần nước để nấu cháo."
315,75,5,"Cho gạo đã rang vô nồi nước và nấu cháo. Nấu khoảng 30 phút, khi hạt gạo đã bung nở, ta có thể nêm nếm lại gia vị với: 1/2tbsp nước mắm + 1/2tbsp hạt nêm + 1tsp bột ngọt cho vừa khẩu vị. Lưu ý trong suốt quá trình nấu, ta cần khuấy đều để cháo không bị cháy ở đáy nồi và thường xuyên hớt bọt."
316,75,6,"Cho 2tbsp dầu ăn vô chảo. Khi dầu nóng, ta cho 1tbsp tỏi băm vô phi thơm. Sau đó, ta trút phần nấm rơm vô xào trên lửa lớn khoảng 30 giây. Nêm gia vị: 1/2tsp muối + 1/2tsp tiêu. Đảo đều và xào thêm 30 giây nữa thì tắt bếp, cho nấm rơm ra dĩa."
317,75,7,"Trứng vịt lộn (là một tuỳ chọn) trước khi cho vô nồi nên lắc mạnh nhiều lần để phần trứng tách khỏi vỏ. Sau đó, ta đập vỏ và cho cả quả trứng vô nồi cháo đang sôi và nấu cho đến khi trứng chín (số lượng trứng có thể tuỳ theo số người hoặc sở thích)."
318,75,8,"Khi trứng bắt đầu chín, ta cho phần nấm rơm đã xào vô nồi cháo để nấu. Nấm rơm sẽ tiết chất ngọt thêm cho nồi cháo. Bầu nhanh chín nên sẽ cho vào sau cùng, trước khi hoàn tất món ăn 5 phút. Khi bầu đã chín mềm, ta cho cá vô lại nồi cháo."
319,75,9,"Khi cá vừa nóng trở lại, ta cho 1/2 số hành lá xắt nhỏ + 1/2 số gừng xắt sợi + 3tbsp hành phi + phần gốc hành xắt khúc + 1tsp tiêu + 1tsp bột ngọt + 1tbsp nước mắm vô nồi cháo. Nêm nếm lại cho vừa ăn, trộn đều rồi tắt bếp. Múc cháo ra tô để thưởng thức hoặc dọn lên để ăn như món lẩu kèm với: hành lá xắt nhỏ + gừng xắt sợi + hành phi+ tiêu + giá + rau đắng."
320,76,1,"Chuẩn bị thịt bò: Rữa sạch thịt bò, dùng khăn giấy thấm khô rồi cắt lát xong xay nhỏ... Hành, tỏi xay nhỏ. Sau đó để thịt bò vào tô rồi cho: hành tỏi + dầu hào + hạt nêm + đường + tiêu & 2 muỗng cafe dầu ăn xong trộn đều, ướp 20 phút"
321,76,2,"Chuẩn bị khoai tây: Khoai tây gọt bỏ vỏ rồi rửa sạch, xong cắt miếng hoặc cắt thanh tùy ý, tiếp đến đem khoai luộc sơ cho chín tới, vớt ra để ráo. Sau đó để khoai tây vào chiên trong chảo dầu nóng cho đến khi khoai xém vàng là được"
322,76,3,"Cách xào: Dùng chảo vừa chiên khoai, cho dầu ra thố đựng rồi chừa lại 1/2 muỗng canh dầu xong để thịt bò vào xào nhanh tay với lửa lớn, khi thịt bò vừa chín tái thì để hết khoai tây vào đảo đều cho thấm gia vị, tắt bếp rắc tiêu lên"
323,76,4,"Thành phẩm: Thịt bò mềm thơm đậm đà, khoai tây bùi bùi thấm vị... Ăn cùng cơm nóng & nước tương có ớt cắt nhỏ rất ngon"
324,77,1,"Su su gọt vỏ, rửa sạch, bào lát mỏng"
325,77,2,"Thịt nạc xay ướp với muối, tiêu, nước mắm trong 10 phút. Phi thơm tỏi với dầu ăn, cho thịt vào xào săn."
326,77,3,"Thêm su su vào, đảo đều trên lửa lớn cho chín tới.Nêm lại cho vừa ăn, tắt bếp và dọn ra đĩa."
327,78,1,"Rửa sạch nấm sò, vắt ráo nước."
328,78,2,"Dùng máy xay để xay nhỏ nấm, mình xé tay nên sợi nấm to nhỏ không đều."
329,78,3,Cho nấm đã xay nhỏ/ xé nhỏ vào nồi chiên để làm giảm nhanh lượng nước trong nấm.
330,78,4,Làm nóng chảo với 1 ít dầu ăn. Cho nấm đã xử lý ở bước 3 ra chảo đảo đều tay. Thêm nước tương và hạt nên ngưu bàng theo khẩu vị ăn. Đảo đến độ khô mình mong muốn.
